m.label,n.label,omop_concept_id,complementary
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of liver and intrahepatic bile duct,37611740,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other and unspecified digestive organs,37615262,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified digestive organ,45605288,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other digestive organs,45576340,
Secondary Cancer Disorder Value Set,SECONDARY MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES,,Y
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of kidney and renal pelvis,37608110,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified kidney and renal pelvis,45576341,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of right kidney and renal pelvis,45552283,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of left kidney and renal pelvis,45600526,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of bladder and other urinary organs,45911962,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified urinary organs,45595689,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of bladder,45600527,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other urinary organs,45537842,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of skin,37615370,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of brain cerebral  meninges,45561831,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of brain,45557016,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of cerebral meninges,45537843,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other and unspecified of nervous system,40385832,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified part of nervous system,45561833,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other parts of nervous system,45532937,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of bone and bone marrow,37615371,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of bone,45948044,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of bone marrow,45552286,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of ovary,37605878,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified ovary,45561834,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of right ovary,45542629,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of left ovary,45571541,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of adrenal gland,37612475,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified adrenal gland,45576342,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of right adrenal gland,45576343,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of left adrenal gland,45605289,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other specified sites,37608111,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of breast,45542630,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of genital organs,45600528,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of other specified sites,4154631,
Secondary Cancer Disorder Value Set,Secondary malignant neoplasm of unspecified site,920115,
Secondary Cancer Disorder Value Set,SECONDARY NEUROENDOCRINE TUMORS,1567613,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors,1567614,
Secondary Cancer Disorder Value Set,"Secondary carcinoid tumors, unspecified site",45532940,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors of distant lymph nodes,45552289,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors of liver,45542632,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors of bone,45542633,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors of peritoneum,45532941,
Secondary Cancer Disorder Value Set,Secondary carcinoid tumors of other sites,45600534,
Secondary Cancer Disorder Value Set,Secondary merkel cell carcinoma,44828764,
Secondary Cancer Disorder Value Set,Other secondary neuroendocrine tumors,45571543,
Secondary Cancer Disorder Value Set,null,,
Carbon Ion Beam Technique Value Set,External beam radiation therapy using particle spot scanning technique (procedure),603133,
Carbon Ion Beam Technique Value Set,External beam radiation therapy using particle passive scattering technique (procedure),603134,
Carbon Ion Beam Technique Value Set,External beam radiation therapy using particle scanning technique (procedure),37152913,
Electron Beam Technique Value Set,Two dimensional external beam radiation therapy (procedure),603132,
Electron Beam Technique Value Set,Three dimensional external beam radiation therapy (procedure),37156151,
Electron Beam Technique Value Set,Ultra high dose rate radiotherapy (procedure),37156211,
Electron Beam Technique Value Set,Radiotherapy - intraoperative control (procedure),4059385,
Teleradiotherapy Modality Value Set,External beam radiation therapy protons (procedure),4024005,
Teleradiotherapy Modality Value Set,External beam radiation therapy using carbon ions (procedure),607995,
Teleradiotherapy Modality Value Set,External beam radiation therapy using photons (procedure),607996,
Teleradiotherapy Modality Value Set,External beam radiation therapy using electrons (procedure),4165039,
Teleradiotherapy Modality Value Set,External beam radiation therapy neutrons (procedure),4213601,
Neutron Beam Technique Value Set,Three dimensional external beam radiation therapy (procedure),37156151,
Neutron Beam Technique Value Set,Neutron capture therapy (procedure),4058601,
Photon Beam Technique Value Set,Two dimensional external beam radiation therapy (procedure),603132,
Photon Beam Technique Value Set,Volumetric Modulated Arc Therapy (procedure),603135,
Photon Beam Technique Value Set,Three dimensional external beam radiation therapy (procedure),37156151,
Photon Beam Technique Value Set,Ultra high dose rate radiotherapy (procedure),37156211,
Photon Beam Technique Value Set,Radiotherapy - intraoperative control (procedure),4059385,
Photon Beam Technique Value Set,Intensity modulated radiation therapy (procedure),40480519,
Proton Beam Technique Value Set,External beam radiation therapy using particle spot scanning technique (procedure),603133,
Proton Beam Technique Value Set,External beam radiation therapy using particle passive scattering technique (procedure),603134,
Proton Beam Technique Value Set,Ultra high dose rate radiotherapy (procedure),37156211,
Proton Beam Technique Value Set,External beam radiation therapy using particle scanning technique (procedure),37152913,
Teleradiotherapy Technique Value Set,null,,
Teleradiotherapy Technique Value Set,null,,
Teleradiotherapy Technique Value Set,null,,
Teleradiotherapy Technique Value Set,null,,
Teleradiotherapy Technique Value Set,null,,
TNM Distant Metastases Maximum Value Set,null,,
TNM Distant Metastases Category Value Set,null,,
TNM Primary Tumor Maximum Value Set,null,,
TNM Primary Tumor Category Value Set,null,,
TNM Regional Nodes Maximum Value Set,null,,
TNM Regional Nodes Category Value Set,null,,
TNM Stage Group Maximum Value Set,null,,
TNM Stage Group Value Set,null,,
TNM Staging Method Value Set,"American Joint Commission on Cancer, Cancer Staging Manual, 7th edition neoplasm staging system (tumor staging)",40483646,
TNM Staging Method Value Set,"American Joint Commission on Cancer, Cancer Staging Manual, 6th edition neoplasm staging system (tumor staging)",40485522,
TNM Staging Method Value Set,"American Joint Commission on Cancer, Cancer Staging Manual, 8th edition neoplasm staging system (tumor staging)",619649,
Treatment Termination Reason Value Set,Refusal of treatment by patient (situation),3276537,
Treatment Termination Reason Value Set,Financial problem (finding),4052625,
Treatment Termination Reason Value Set,Treatment completed (situation),4082735,
Treatment Termination Reason Value Set,Patient has moved away (finding),4086800,
Treatment Termination Reason Value Set,No response to treatment (situation),4141764,
Treatment Termination Reason Value Set,Treatment not available (situation),4146955,
Treatment Termination Reason Value Set,Lost to follow-up (finding),4163894,
Treatment Termination Reason Value Set,Treatment not tolerated (situation),4253173,
Treatment Termination Reason Value Set,Death (event),4306655,
Tumor Marker Test Value Set,CD20 cells/100 cells in Unspecified specimen,3013075,
Tumor Marker Test Value Set,CD22 cells/100 cells in Unspecified specimen,3027365,
Tumor Marker Test Value Set,CD33 cells/100 cells in Unspecified specimen,3012164,
Tumor Marker Test Value Set,CD20 blasts/100 blasts in Unspecified specimen,3029618,
Tumor Marker Test Value Set,CD22 blasts/100 blasts in Unspecified specimen,3030990,
Tumor Marker Test Value Set,CD22 blasts [Units/volume] in Unspecified specimen,3030720,
Tumor Marker Test Value Set,CD33 blasts/100 blasts in Unspecified specimen,3030481,
Tumor Marker Test Value Set,CD33 blasts [Units/volume] in Unspecified specimen,3029659,
Tumor Marker Test Value Set,CD117 Ag [Presence] in Unspecified specimen by Immune stain,3029602,
Tumor Marker Test Value Set,FLT3 gene p.Asp835+Ile836 [Presence] in Blood or Tissue by Molecular genetics method,,Y
Tumor Size Method Value Set,Light microscopy (procedure),4016247,
Tumor Size Method Value Set,Magnetic resonance imaging (procedure),4013636,
